"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1961-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","448","","","","0"
"1961-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","456","","","","0"
"1961-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","456","","","","0"
"1962-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","464","","","","0"
"1962-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","464","","","","0"
"1962-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","472","","","","0"
"1962-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","476","","","","0"
"1963-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","468","","","","0"
"1963-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","472","","","","0"
"1963-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","492","","","","0"
"1963-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","516","","","","0"
"1964-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","488","","","","0"
"1964-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","512","","","","0"
"1964-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","516","","","","0"
"1964-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","540","","","","0"
"1965-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","540","","","","0"
"1965-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","512","","","","0"
"1965-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","560","","","","0"
"1965-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","620","","","","0"
"1966-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1100","","","","0"
"1966-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1292","","","","0"
"1966-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1332","","","","0"
"1966-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1572","","","","0"
"1967-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1472","","","","0"
"1967-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1460","","","","0"
"1967-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1504","","","","0"
"1967-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1520","","","","0"
"1968-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1536","","","","0"
"1968-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1512","","","","0"
"1968-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1596","","","","0"
"1968-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1788","","","","0"
"1969-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1784","","","","0"
"1969-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1796","","","","0"
"1969-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1840","","","","0"
"1969-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1852","","","","0"
"1970-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1780","","","","0"
"1970-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1784","","","","0"
"1970-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1916","","","","0"
"1970-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2052","","","","0"
"1971-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1964","","","","0"
"1971-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2048","","","","0"
"1971-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2024","","","","0"
"1971-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","1944","","","","0"
"1972-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2260","","","","0"
"1972-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2252","","","","0"
"1972-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2360","","","","0"
"1972-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2352","","","","0"
"1973-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2704","","","","0"
"1973-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2876","","","","0"
"1973-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2708","","","","0"
"1973-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","2664","","","","0"
"1974-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","3680","","","","0"
"1974-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","3704","","","","0"
"1974-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","3820","","","","0"
"1974-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","4172","","","","0"
"1975-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","4252","","","","0"
"1975-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","4536","","","","0"
"1975-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Of which: contributions to social insurance plans","Dollars","81","millions","6","v62305978","1.1.27","4996","","","","0"
