REF_DATE,GEO,DGUID,North American Industry Classification System (NAICS),Canadian and foreign direct investment,Countries or regions,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2018,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,4861,,,,0
2019,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2449,,,,0
2020,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,4378,,,,0
2021,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2909,,,,0
2022,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2820,,,,0
2023,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661242,1.22.1.1,2912,,,,0
1999,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,10573,,,,0
2000,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,24493,,,,0
2001,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,20058,,,,0
2002,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,20362,,,,0
2003,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,9053,,,,0
2004,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,6217,,,,0
2005,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,6041,,,,0
2006,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,4348,,,,0
2007,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,4336,,,,0
2008,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,4563,,,,0
2009,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,4434,,,,0
2010,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,3925,,,,0
2011,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,5649,,,,0
2012,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,6386,,,,0
2013,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,6692,,,,0
2014,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,6268,,,,0
2015,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,5923,,,,0
2016,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,4861,,,,0
2017,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,4705,,,,0
2018,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,5631,,,,0
2019,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,5874,,,,0
2020,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,6669,,,,0
2021,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,9515,,,,0
2022,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,10661,,,,0
2023,Canada,2016A000011124,Beverage and tobacco product manufacturing [312],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661248,1.22.2.1,11578,,,,0
1999,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,130,,,,0
2000,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,118,,,,0
2001,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,121,,,,0
2002,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,49,,,,0
2003,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,49,,,,0
2004,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,48,,,,0
2005,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,32,,,,0
2006,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,30,,,,0
2007,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,x,,,0
2008,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,x,,,0
2009,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,x,,,0
2010,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,x,,,0
2011,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,..,,,0
2012,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,..,,,0
2013,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,..,,,0
2014,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,..,,,0
2015,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,..,,,0
2016,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,..,,,0
2017,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,..,,,0
2018,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,,..,,,0
2019,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,38,,,,0
2020,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,84,,,,0
2021,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,209,,,,0
2022,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,59,,,,0
2023,Canada,2016A000011124,Textile mills [313],Canadian direct investment abroad - total book value,"Total, all countries",Dollars,81,millions,6,v41661254,1.23.1.1,141,,,,0
1999,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,463,,,,0
2000,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,519,,,,0
2001,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,518,,,,0
2002,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,514,,,,0
2003,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,500,,,,0
2004,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,493,,,,0
2005,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,399,,,,0
2006,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,374,,,,0
2007,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,435,,,,0
2008,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,608,,,,0
2009,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,604,,,,0
2010,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,495,,,,0
2011,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,,x,,,0
2012,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,161,,,,0
2013,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,354,,,,0
2014,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,137,,,,0
2015,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,319,,,,0
2016,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,187,,,,0
2017,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,366,,,,0
2018,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,254,,,,0
2019,Canada,2016A000011124,Textile mills [313],Foreign direct investment in Canada - total book value,"Total, all countries",Dollars,81,millions,6,v41661260,1.23.2.1,506,,,,0
